,Unnamed: 0_x,id,Mã học phần,Tên học phần,Thời lượng,Số tín chỉ,TC học phí,Trọng số,Unnamed: 0_y,Học phần điều kiện,Tên tiếng anh,Tên viết tắt,Viện Quản lý
4323,4323,4323,IT4785,Phát triển ứng dụng cho thiết bị di động,2(2-1-0-4),2.0,3,0.6,4323,,Mobile Programming,Phát triển ứng dụng cho thiết bị di động,KCNTT
4324,4324,4324,IT4796,Phân tích và thiết kế hệ thống mạng,2(2-0-0-4),2.0,2,0.7,4324,,Network System Analysis and Design,Phân tích và thiết kế hệ thống mạng,KCNTT
4325,4325,4325,IT4856,Quản trị dự án,2(2-1-0-4),2.0,3,0.7,4325,,Project Management,Quản trị dự án,KCNTT
4326,4326,4326,MI2120,Qui hoạch thực nghiệm,2(2-1-0-4),2.0,3,0.7,4326,,Experimental design,Qui hoạch thực nghiệm,KTTD
4327,4327,4327,MI5080,Phương pháp số hiện đại,3(3-1-0-6),3.0,4,0.7,4327,,Advanced numerical methods,Phương pháp số hiện đại,KTTD
4328,4328,4328,MSE4219,Thiết bị gia công tạo hình vật liệu,3(3-0-0-6),3.0,3,0.7,4328,,Metal forming Equipment,Thiết bị cán,KKHVCNVL
4329,4329,4329,MSE4370,Tái sinh hỗn hợp làm khuôn,2(1-0-1-4),2.0,2.5,0.7,4329,"MSE3310,MSE4311",Molding Mixture Recycle,Tái sinh hỗn hợp làm khuôn,KKHVCNVL
4330,4330,4330,MSE4381,Thiết kế khuôn kim loại,2(2-1-0-4),2.0,3,0.7,4330,"MSE3330,MSE4331",Casting Die design,Thiết kế khuôn kim loại,KKHVCNVL
4331,4331,4331,MSE4541,Thực hành các phương pháp nghiên cứu vật liệu,3(1-2-2-6),3.0,6,0.7,4331,,Materials Laboratory,Thực hành các phương pháp nghiên cứu vật liệu,KKHVCNVL
4332,4332,4332,MSE5613,Tái sinh vật liệu kim loại,2(2-0-0-6),2.0,2,0.7,4332,,Metals Recycling Processes,Tái sinh vật liệu kim loại,KKHVCNVL
4333,4333,4333,MSE5712,Thiết kế thiết bị đúc,2(1-2-0-4),2.0,3,0.7,4333,,Foundy equipment,Thiết kế thiết bị đúc,KKHVCNVL
4334,4334,4334,MSE5730,Thực tập tốt nghiệp,2(0-2-2-4),2.0,5,0.5,4334,,Graduation Practicum,Thực tập tốt nghiệp,KKHVCNVL
4335,4335,4335,MSE5830,Thực tập tốt nghiệp,2(0-2-2-4),2.0,5,0.5,4335,,Graduation Practicum,Thực tập tốt nghiệp,KKHVCNVL
4336,4336,4336,NE5101,Thuỷ nhiệt động học trong lò PƯ HN,3(3-0-0-6),3.0,3,0.7,4336,"(NE3010/NE3012),NE3021",Nuclear Reactor Thermal-Hydraulics,Thuỷ nhiệt động học trong lò PƯ HN,VVLKT
4337,4337,4337,NE5104,Quản lý và xử lý chất thải phóng xạ,2(2-0-0-4),2.0,2,0.7,4337,,Radioactive Waste Processing and Management,Quản lý và xử lý chất thải phóng xạ,VVLKT
4338,4338,4338,NE5911,Thực tập tốt nghiệp kỹ sư (KTNLHN),4(0-0-8-8),4.0,10,0.5,4338,NE5101,Graduation Practicum,Thực tập tốt nghiệp kỹ sư (KTNLHN),VVLKT
4339,4339,4339,NE5921,Thực tập tốt nghiệp kỹ sư (KTHNƯD&VLMT),4(0-0-8-8),4.0,10,0.5,4339,NE5201,Graduation Practicum,Thực tập tốt nghiệp kỹ sư (KTHNƯD&VLMT),VVLKT
4340,4340,4340,TE4573,Tiếng Anh chuyên ngành,2(2-1-0-4),2.0,3,0.7,4340,,English for Mechanical Engineering,Tiếng Anh chuyên ngành,VCKDL
4341,4341,4341,TE4576,Robot công nghiệp,2(2-1-0-4),2.0,3,0.7,4341,,Industrial robots,Robot công nghiệp,VCKDL
4342,4342,4342,TE4660,Thiết bị tàu thủy,2(2-1-0-4),2.0,3,0.7,4342,"TE3650,TE3660",Ship auxilary equipments,Thiết bị tàu thủy,VCKDL
4343,4343,4343,TE5001,Thực tập tốt nghiệp (ĐCĐT),3(0-0-9-6),3.0,7.5,0.5,4343,TE4020,Graduation Practicum,Thực tập tốt nghiệp (ĐCĐT),VCKDL
4344,4344,4344,TE5002,Thực tập tốt nghiệp (Ô tô),3(0-0-9-6),3.0,7.5,0.5,4344,TE4210,Graduation Practicum,Thực tập tốt nghiệp (Ô tô),VCKDL
4345,4345,4345,TE5003,Thực tập tốt nghiệp (MTK),3(0-0-9-6),3.0,7.5,0.5,4345,,Graduation Practicum,Thực tập tốt nghiệp (MTK),VCKDL
4346,4346,4346,TE5004,Thực tập tốt nghiệp (KTTT),3(0-0-9-6),3.0,7.5,0.5,4346,,Graduation Practicum,Thực tập tốt nghiệp (KTTT),VCKDL
4347,4347,4347,TE5005,Thực tập tốt nghiệp,3(0-0-6-6),3.0,7.5,0.5,4347,"TE4005, TE4821",Graduation Practicum,Thực tập tốt nghiệp,VCKDL
4348,4348,4348,TE5030,"Thiết kế, tính toán ĐCĐT",4(4-1-0-8),4.0,5,0.7,4348,TE3010,Internal Combustion Engine Structure and Design,"Thiết kế, tính toán ĐCĐT",VCKDL
4349,4349,4349,TE5040,Tăng áp động cơ,2(2-1-0-4),2.0,3,0.7,4349,TE3010,Charging the Internal Combustion Engine,Tăng áp động cơ,VCKDL
4350,4350,4350,TE5220,Thí nghiệm ô tô,2(2-0-1-4),2.0,6,0.7,4350,TE3210,Experimentation and Tests on Automobile,Thí nghiệm ô tô,VCKDL
4351,4351,4351,TE5620,Ổn định và điều khiển tàu thuỷ,2(2-1-0-4),2.0,3,0.7,4351,,Ship stability and control,Ổn định và điều khiển tàu thuỷ,VCKDL
4352,4352,4352,TEX5042,Thiết kế nhà máy may,3(2-2-0-6),3.0,4,0.7,4352,TEX3102,Garment factory design,Thiết kế nhà máy may,KCNDMVTT
4353,4353,4353,TEX5063,Phân tích hóa học vật liệu và sản phẩm dệt may,3(2-0-2-6),3.0,5,0.7,4353,,Chemical Testing of Textile and Garment Products,Phân tích hóa học vật liệu và sản phẩm dệt may,KCNDMVTT
4354,4354,4354,TEX5072,Thiết kế trang phục chuyên dụng,2(2-1-0-4),2.0,3,0.7,4354,,Special clothing design,Thiết kế trang phục chuyên dụng,KCNDMVTT
4355,4355,4355,TEX5073,"Thiết kế nhà máy nhuộm-in, hoàn tất sản phẩm dệt",3(2-2-0-6),3.0,4,0.7,4355,,Design of Textile Dyeing Finishing Factory,"Thiết kế nhà máy nhuộm-in, hoàn tất sản phẩm dệt",KCNDMVTT
4356,4356,4356,TEX5082,Tạo mẫu trang phục,3(2-2-0-6),3.0,4,0.7,4356,"TEX4312,TEX4382",Fashion Design,Tạo mẫu trang phục,KCNDMVTT
4357,4357,4357,TEX5102,Thiết kế phát triển sản phẩm may,2(2-1-0-4),2.0,3,0.7,4357,TEX3102,Fashion Product Design and Development,Thiết kế phát triển sản phẩm may,KCNDMVTT
4358,4358,4358,TEX5123,Phân tích hóa học sản phẩm dệt may,2(2-0-1-4),2.0,3.5,0.7,4358,TEX3050,Chemical Testing of Garment Products,Phân tích hóa học sản phẩm dệt may,KCNDMVTT
4359,4359,4359,TEX5131,Cắt may sản phẩm dệt kim,2(2-0-0-4),2.0,2,0.7,4359,,Knitted garment technology,Cắt may sản phẩm dệt kim,KCNDMVTT
4360,4360,4360,TEX5141,Đo lường dệt,2(2-1-0-4),2.0,3,0.7,4360,,Textile technology Management,Đo lường dệt,KCNDMVTT
4361,4361,4361,BF5112,Kỹ thuật sinh học xử lý chất thải rắn,2(1-2-0-4),2.0,3,0.7,4361,,Treatment of Solid Waste,Kỹ thuật sinh học xử lý chất thải rắn,VCNSHVTP
4362,4362,4362,BF5113,Kỹ thuật sinh học xử lý nước thải,3(3-1-0-6),3.0,4,0.7,4362,,Biological techniques for waste-water treatment,Kỹ thuật sinh học xử lý nước thải,VCNSHVTP
4363,4363,4363,BF5320,Kiểm định nguồn gốc thực phẩm,2(2-0-1-4),2.0,3.5,0.7,4363,,Food authenthicity,Kiểm định nguồn gốc thực phẩm,VCNSHVTP
4364,4364,4364,BF5570,"Máy vận chuyển, định lượng và bao gói sản phẩm",2(2-1-0-4),2.0,3,0.7,4364,,"Machine for trasporting, weghing and packaging","Máy vận chuyển, định lượng và bao gói sản phẩm",VCNSHVTP
4365,4365,4365,CH5200,Nhiên liệu sạch,2(2-1-0-4),2.0,3,0.7,4365,,Clean fuel,Nhiên liệu sạch,KCNHH
4366,4366,4366,CH5202,Nhiên liệu rắn,2(2-1-0-4),2.0,3,0.7,4366,,Solid fuel,Nhiên liệu rắn,KCNHH
4367,4367,4367,CH5203,Hóa học và sản phẩm dầu,2(2-1-0-4),2.0,3,0.7,4367,"CH4032,CH4034=",Chemistry and Petroleum Products,Hóa học và sản phẩm dầu,KCNHH
4368,4368,4368,CH5250,Hóa lý polyme nâng cao,2(2-0-1-4),2.0,3.5,0.7,4368,,Advance in physical chemistry of polymer,Hóa lý polyme nâng cao,KCNHH
4369,4369,4369,CH5252,Kỹ thuật vật liệu sơn,2(2-0-1-4),2.0,3.5,0.7,4369,,Paint material engineering,Kỹ thuật vật liệu sơn,KCNHH
4370,4370,4370,CH5253,Kỹ thuật vật liệu cao su,2(2-0-1-4),2.0,3.5,0.7,4370,,Rubber material engineering,Kỹ thuật vật liệu cao su,KCNHH
4371,4371,4371,CH5254,Kỹ thuật vật liệu chất dẻo,2(2-0-0-4),2.0,2,0.7,4371,,Plastic material engineering,Kỹ thuật vật liệu chất dẻo,KCNHH
4372,4372,4372,CH5255,Kỹ thuật vật liệu polyme compozit,2(2-0-1-4),2.0,3.5,0.7,4372,,Polymer-composite material engineering,Kỹ thuật vật liệu polyme compozit,KCNHH
4373,4373,4373,CH5256,Máy và thiết bị gia công polyme,2(2-0-0-4),2.0,2,0.7,4373,,Equipment and instrument for polymer processing,Máy và thiết bị gia công polyme,KCNHH
4374,4374,4374,CH5258,Hoá học polyme phân huỷ sinh học,2(2-0-0-4),2.0,2,0.7,4374,,Biodegradable Polymer Chemistry,Hoá học polyme phân huỷ sinh học,KCNHH
4375,4375,4375,CH5259,Hoá học polyme y sinh,2(2-0-0-4),2.0,2,0.7,4375,,Biomedical Polymer Chemistry,Hoá học polyme y sinh,KCNHH
4376,4376,4376,CH5260,Hoá học polyme silicon,2(2-0-0-4),2.0,2,0.7,4376,,Silicon Chemistry,Hoá học polyme silicon,KCNHH
4377,4377,4377,CH5306,Gia công xử lí bề mặt kim loại,2(2-1-0-4),2.0,3,0.7,4377,,Metal surface treatment processing,Gia công xử lí bề mặt kim loại,KCNHH
4378,4378,4378,CH5309,Kĩ thuật đo điện hóa,2(2-1-0-4),2.0,3,0.7,4378,,Electrochemical measurement technique,Kĩ thuật đo điện hóa,KCNHH
4379,4379,4379,CH5361,Hoá lý Silicat 2,2(2-1-0-4),2.0,3,0.7,4379,,Physical Chemistry of Silicates 2,Hoá lý Silicat 2,KCNHH
4380,4380,4380,CH5362,Lò công nghiệp Silicat 2,2(2-1-0-4),2.0,3,0.7,4380,,Heating equipments in silicate industry 2,Lò công nghiệp Silicat 2,KCNHH
4381,4381,4381,CH5451,Kỹ thuật xúc tác,3(3-0-0-6),3.0,3,0.7,4381,,Catalytic Engineering,Kỹ thuật xúc tác,KCNHH
4382,4382,4382,CH5452,Hóa lý các hiện tượng bề mặt,3(3-0-0-6),3.0,3,0.7,4382,,Surface Physical Chemistry and Colloids,Hóa lý các hiện tượng bề mặt,KCNHH
4383,4383,4383,CH5503,Kỹ thuật công trình trong CN Hóa học,2(2-1-0-4),2.0,3,0.7,4383,,Process and Plant Technique,Kỹ thuật công trình trong CN Hóa học,KCNHH
4384,4384,4384,CH5504,Kỹ thuật tách hỗn hợp nhiều cấu tử,2(2-1-0-4),2.0,3,0.7,4384,,Multi Component Separation Techniques,Kỹ thuật tách hỗn hợp nhiều cấu tử,KCNHH
4385,4385,4385,CH5505,Kỹ thuật hệ thống,2(2-1-0-4),2.0,3,0.7,4385,,System Engineering,Kỹ thuật hệ thống,KCNHH
4386,4386,4386,CH5506,Mô hình điều khiển,2(2-1-0-4),2.0,3,0.7,4386,,Models for Automation and Control,Mô hình điều khiển,KCNHH
4387,4387,4387,CH5552,Nâng cao tính năng in ấn của giấy,2(2-1-0-4),2.0,3,0.7,4387,,Improvement of printing paper quality,Nâng cao tính năng in ấn của giấy,KCNHH
4388,4388,4388,CH5556,Kỹ thuật sản xuất cactong và bao bì giấy,2(2-1-0-4),2.0,3,0.7,4388,,Carton and packaging paper production technology,Kỹ thuật sản xuất cactong và bao bì giấy,KCNHH
4389,4389,4389,CH5603,Gia công thuốc BVTV,2(2-0-0-4),2.0,2,0.7,4389,,Processing of plant protection chemicals,Gia công thuốc BVTV,KCNHH
4390,4390,4390,CH5605,Kiểm nghiệm dược phẩm,2(2-0-0-4),2.0,2,0.7,4390,,Pharmaceutical products testing,Kiểm nghiệm dược phẩm,KCNHH
4391,4391,4391,CH5606,Kỹ thuật tách và tinh chế,2(2-0-0-4),2.0,2,0.7,4391,,Separation and purification techniques,Kỹ thuật tách và tinh chế,KCNHH
4392,4392,4392,CH5607,Hương liệu và mỹ phẩm,2(2-0-0-4),2.0,2,0.7,4392,,Flavors and Cosmetics,Hương liệu và mỹ phẩm,KCNHH
4393,4393,4393,CH5610,Kỹ thuật tổng hợp các hợp chất có hoạt tính sinh học,2(2-1-0-4),2.0,3,0.7,4393,,Synthesis of bioactivity compounds,Kỹ thuật tổng hợp các hợp chất có hoạt tính sinh học,KCNHH
4394,4394,4394,CH5650,Kỹ thuật phân riêng 1,2(2-1-0-4),2.0,3,0.7,4394,,Separation techniques 1,Kỹ thuật phân riêng 1,KCNHH
4395,4395,4395,CH5651,Kỹ thuật phân riêng 2,2(2-1-0-4),2.0,3,0.7,4395,,Separation techniques 2,Kỹ thuật phân riêng 2,KCNHH
4396,4396,4396,CH5656,Đường ống - Bể chứa,2(2-1-0-4),2.0,3,0.7,4396,,Piping - Tank,Đường ống – Bể chứa,KCNHH
4397,4397,4397,CH5658,Máy gia công vật liệu rắn,2(2-1-0-4),2.0,3,0.7,4397,,Solid Material Processing Equipments,Máy gia công vật liệu rắn,KCNHH
4398,4398,4398,CH5659,Máy gia công vật liệu dẻo,2(2-1-0-4),2.0,3,0.7,4398,,Plastic Material Processing Equipments,Máy gia công vật liệu dẻo,KCNHH
4399,4399,4399,CH5660,Kỹ thuật An toàn và Môi trường,2(2-1-0-4),2.0,3,0.7,4399,,Safety and Environment Techniques,Kỹ thuật An toàn và Môi trường,KCNHH
4400,4400,4400,CH5700,Kỹ thuật in offset,3(3-1-0-6),3.0,4,0.7,4400,"(CH2004/CH3600),(CH3631=),(CH3641=),(CH4720=)",Offset printing process,Kỹ thuật in offset,KCNHH
4401,4401,4401,CH5701,Kỹ thuật in Flexo và in lõm,3(3-1-0-6),3.0,4,0.7,4401,,Flexo and gravure printing process,Kỹ thuật in Flexo và in lõm,KCNHH
4402,4402,4402,CH5702,Kỹ thuật bao bì,3(3-1-0-6),3.0,4,0.7,4402,,Package finishing process,Kỹ thuật bao bì,KCNHH
4403,4403,4403,CH5706,Kỹ thuật in đặc biệt,2(2-1-0-4),2.0,3,0.7,4403,,Special printing processes,Kỹ thuật in đặc biệt,KCNHH
4404,4404,4404,CH5707,Kỹ thuật in lưới,2(2-1-0-4),2.0,3,0.7,4404,,Screen printing process,Kỹ thuật in lưới,KCNHH
4405,4405,4405,CH5708,Luật xuất bản,2(2-1-0-4),2.0,3,0.7,4405,,Law on publication,Luật xuất bản,KCNHH
4406,4406,4406,EE2112,Nhà máy thuỷ điện,2(2-0-0-4),2.0,2,0.7,4406,,Hydro Power Plants,Nhà máy thuỷ điện,KD
4407,4407,4407,EE3429,Hệ thống cung cấp điện,3(3-0-0-6),3.0,3,0.7,4407,,Power Supply Systems,Hệ thống cung cấp điện,KD
4408,4408,4408,EE4241,Hệ thống cung cấp điện cho các tòa nhà,2(2-1-0-4),2.0,3,0.7,4408,,Power Supply Systems in Buildings,Hệ thống cung cấp điện cho các tòa nhà,KD
4409,4409,4409,EE4330,Hệ thống sản xuất Tự động hóa tích hợp máy tính,3(3-0-0-6),3.0,3,0.7,4409,,Computer-Integrated Manufacturing,Hệ thống sản xuất Tự động hóa tích hợp máy tính,KD
4410,4410,4410,EE4341,Kỹ thuật Robot,3(3-1-0-6),3.0,4,0.7,4410,,Robot Engineering,Kỹ thuật Robot,KD
4411,4411,4411,EE4550,Mạng tốc độ cao,3(3-1-0-6),3.0,4,0.7,4411,,High-speed Networks,Mạng tốc độ cao,KD
4412,4412,4412,EE5050,Kỹ thuật điện cao áp II,2(2-1-0-4),2.0,3,0.7,4412,,High-Voltage Engineering II,Kỹ thuật điện cao áp II,KD
4413,4413,4413,ET5310,Hệ điều hành Android,3(3-0-1-6),3.0,4.5,0.7,4413,,Android Operating System,Hệ điều hành Android,KDTVT
4414,4414,4414,EV5122,Xử lý chất thải thu hồi nhiên liệu sinh học,3(3-0-0-6),3.0,3,0.7,4414,,Waste treatment for biofuel recovery,Xử lý chất thải thu hồi nhiên liệu sinh học,VKHVCNMT
4415,4415,4415,EV5123,Mô hình sinh thái trong nghiên cứu môi trường,2(2-1-0-4),2.0,3,0.7,4415,"EV3211,(EV3117/EV3113)",Ecological modelling in environmental studies,Mô hình sinh thái trong nghiên cứu môi trường,VKHVCNMT
4416,4416,4416,EV5212,Hệ thống quản lý môi trường EMS,2(2-1-0-4),2.0,3,0.7,4416,,Environmental management system,Hệ thống quản lý môi trường EMS,VKHVCNMT
4417,4417,4417,EV5222,Quản lý chất lượng nước,3(3-1-0-6),3.0,4,0.7,4417,"EV3111,(EV4217,EV4218)/EV4216,(EV4141/EV4112)",Water quality management,Quản lý chất lượng nước,VKHVCNMT
4418,4418,4418,EV5227,Kiểm toán môi trường,2(2-1-0-4),2.0,3,0.7,4418,,Environmental Auditting,Kiểm toán môi trường,VKHVCNMT
4419,4419,4419,HE4303,Hệ thống điều khiển và vận hành nhà máy nhiệt điện,3(2-1-1-6),3.0,4.5,0.7,4419,,Control system & operation of thermal power plant,Hệ thống điều khiển và vận hành nhà máy nhiệt điện,VKHVCNNL
4420,4420,4420,HE4307,Hệ thống đồng phát năng lượng (cogen),2(2-0-0-4),2.0,2,0.7,4420,,Energy Cogeneration system,Hệ thống đồng phát năng lượng (cogen),VKHVCNNL
4421,4421,4421,HE4405,Kỹ thuật lạnh ứng dụng,3(3-1-0-6),3.0,4,0.7,4421,"HE3013!, HE3023!, HE4134!",Refrigeration systems and Applications,Kỹ thuật lạnh ứng dụng,VKHVCNNL
4422,4422,4422,HE4407,Kỹ thuật xử lý nhiệt ẩm chính xác,3(3-0-0-6),3.0,3,0.7,4422,,Precise control for moisture-heating process in HVRAC,Kỹ thuật xử lý nhiệt ẩm chính xác,VKHVCNNL
4423,4423,4423,HE4413,Hệ thống điện công trình,3(2-1-1-4),3.0,4.5,0.7,4423,,Electrical supply systems in HVAC and Refrigeration,Hệ thống điện công trình,VKHVCNNL
4424,4424,4424,HE4503,Hệ thống cung cấp nhiệt và làm mát,3(3-0-0-6),3.0,3,0.7,4424,,Heating and Cooling System,Hệ thống cung cấp nhiệt và làm mát,VKHVCNNL
4425,4425,4425,IT4271,Hệ thống máy tính công nghiệp,3(3-1-0-6),3.0,4,0.7,4425,,Industrial Computer Systems,Hệ thống máy tính công nghiệp,KCNTT
4426,4426,4426,IT4758,Nhập môn học máy,3(3-1-0-6),3.0,4,0.7,4426,,Introduction to Machine Learning,Nhập môn học máy,KCNTT
4427,4427,4427,IT4768,Nhập môn khai phá dữ liệu,3(3-1-0-6),3.0,4,0.7,4427,IT4040,Introduction to Data Mining,Nhập môn khai phá dữ liệu,KCNTT
4428,4428,4428,IT4784,Lập trình JAVA,2(2-0-0-4),2.0,2,0.7,4428,IT3100,Java Programming,Lập trình JAVA,KCNTT
4429,4429,4429,IT4786,Lập trình hệ thống,3(3-0-0-6),3.0,3,0.7,4429,IT3070,System Programming,Lập trình hệ thống,KCNTT
4430,4430,4430,IT4866,Học máy,2(2-1-0-4),2.0,3,0.7,4430,,Machine Learning,Học máy,KCNTT
4431,4431,4431,IT4876,Nhập môn chương trình dịch,2(2-1-0-4),2.0,3,0.7,4431,,Introduction to Compilers,Nhập môn chương trình dịch,KCNTT
4432,4432,4432,IT4885,Mô hình và thuật toán Internet phổ biến,3(3-1-0-6),3.0,4,0.6,4432,"IT3011,IT3020,MI2020!",Probability and algorithmic applications for the Internet,Mô hình và thuật toán Internet phổ biến,KCNTT
4433,4433,4433,IT4886,Kỹ nghệ Phần mềm hướng dịch vụ,3(3-1-0-6),3.0,4,0.7,4433,IT4080,Service Oriented Software Engineering,Kỹ nghệ Phần mềm hướng dịch vụ,KCNTT
4434,4434,4434,IT4887,Mạng không dây và phát triển ứng dụng di động,3(3-1-0-6),3.0,4,0.7,4434,,Wireless Networks and Mobile Application Development,Mạng không dây và phát triển ứng dụng di động,KCNTT
4435,4435,4435,ME4028,Mô hình hóa vật liệu composite,3(3-1-0-6),3.0,4,0.7,4435,,Modeling of Composite Materials,Mô hình hóa vật liệu composite,KCK
4436,4436,4436,ME4165,"Máy dập CNC, PLC",2(2-1-0-4),2.0,3,0.7,4436,,CNC and PLC pressing machines,"Máy dập CNC, PLC",KCK
4437,4437,4437,ME4185,MH hóa và MP số QT biến dạng,2(2-1-0-6),2.0,3,0.7,4437,,Modeling and Numerical Simulation of Forming Process,MH hóa và MP số QT biến dạng,KCK
4438,4438,4438,MI5100,Mô hình mô phỏng các hệ sinh thái,3(3-1-0-6),3.0,4,0.7,4438,,Modelling and simulation ecological systems,Mô hình mô phỏng các hệ sinh thái,KTTD
4439,4439,4439,MSE4217,Lý thuyết cán,3(3-0-0-6),3.0,3,0.7,4439,,Theory of Rolling Processes,Lý thuyết cán,KKHVCNVL
4440,4440,4440,MSE4331,Mô hình hóa và mô phỏng quá trình đúc,3(2-1-1-4),3.0,4.5,0.7,4440,"MSE3010,MSE3340",Application of Casting Simulation Software,Mô hình hóa và mô phỏng quá trình đúc,KKHVCNVL
4441,4441,4441,MSE4351,Lập dự án và thiết kế xưởng đúc,2(2-1-0-6),2.0,3,0.7,4441,MSE3320,Design of Foundry Plant,Lập dự án và thiết kế xưởng đúc,KKHVCNVL
4442,4442,4442,MSE5713,Mô hình hóa và mô phỏng quá trình đúc,2(2-0-0-4),2.0,2,0.7,4442,,Computation and Simulation of Foundry,Mô hình hóa và mô phỏng quá trình đúc,KKHVCNVL
4443,4443,4443,MSE5714,Hợp kim hệ sắt,2(2-1-0-4),2.0,3,0.7,4443,,Ferrous Alloys,Hợp kim hệ sắt,KKHVCNVL
4444,4444,4444,MSE5715,Lý thuyết hợp kim hóa,2(2-0-0-4),2.0,2,0.7,4444,,Theory of Alloying and modification,Lý thuyết hợp kim hóa,KKHVCNVL
4445,4445,4445,MSE5814,Mô phỏng số quá trình cán,2(2-0-0-4),2.0,2,0.7,4445,,Numbering Simulation of Rolling Process,Mô phỏng số quá trình cán,KKHVCNVL
4446,4446,4446,NE5102,Hệ thống cung cấp nhiệt và làm mát,3(3-0-0-6),3.0,3,0.7,4446,,Heating and Cooling System,Hệ thống cung cấp nhiệt và làm mát,VVLKT
4447,4447,4447,NE5103,Nhiên liệu và vật liệu hạt nhân,2(2-1-0-4),2.0,3,0.7,4447,,Nuclear Fuel and Materials,Nhiên liệu và vật liệu hạt nhân,VVLKT
4448,4448,4448,NE5202,Kỹ thuật vật lý môi trường,3(2.5-1-0-6),3.0,5,0.7,4448,NE2000,Environmental Physics,Kỹ thuật vật lý môi trường,VVLKT
4449,4449,4449,NE5203,Kỹ thuật kiểm tra không phá mẫu,3(2-1-1-6),3.0,4.5,0.7,4449,"(NE3010/NE3012), (NE3060/NE3062)",Non-Destructive Testing Techniques,Kỹ thuật kiểm tra không phá mẫu,VVLKT
4450,4450,4450,NE5204,Kỹ thuật hạt nhân trong y tế,2(2-1-0-4),2.0,3,0.7,4450,"(NE3010/NE3012), NE4211, (NE3060/NE3062)",Nuclear Techniques in Medicine,Kỹ thuật hạt nhân trong y tế,VVLKT
4451,4451,4451,TE4510,Hệ thống điều khiên séc vô,2(2-1-0-4),2.0,3,0.7,4451,"TE3460, TE4470",Hydraulic servo controlling systems,Hệ thống điều khiên séc vô,VCKDL
4452,4452,4452,TE4520,Máy nén khí,2(2-1-0-4),2.0,3,0.7,4452,TE3601,Compressor,Máy nén khí,VCKDL
4453,4453,4453,TE4650,Hệ thống tàu thủy,2(2-1-0-4),2.0,3,0.7,4453,"TE3601,TE3650,TE3660",Ship piping systems,Hệ thống tàu thủy,VCKDL
4454,4454,4454,TE4881,Khí động lực học II,3(2-1-1-4),3.0,4.5,0.7,4454,TE3811,Aerodynamics II,Khí động lực học II,VCKDL
4455,4455,4455,TE4891,Khí động đàn hồi,2(2-1-0-4),2.0,3,0.7,4455,"TE3811,TE3801",Aeroelasticity,Khí động đàn hồi,VCKDL
4456,4456,4456,TE5010,Lý thuyết ĐCĐT II,2(2-1-0-4),2.0,3,0.7,4456,TE3010,Internal Combustion Engine Fundamentals II,Lý thuyết ĐCĐT II,VCKDL
4457,4457,4457,TE5811,Máy bay trực thăng,3(3-0-0-4),3.0,3,0.7,4457,,Helicopter,Máy bay trực thăng,VCKDL
4458,4458,4458,TEX5043,Kiểm tra chất lượng sản phẩm nhuộm-hoàn tất,2(2-1-0-4),2.0,3,0.7,4458,,Quality Testing of Dyed and Finished products,Kiểm tra chất lượng sản phẩm nhuộm-hoàn tất,KCNDMVTT
4459,4459,4459,TEX5062,Nhân trắc học may mặc,2(2-0-0-4),2.0,2,0.7,4459,,Anthropometry in Garment Industry,Nhân trắc học may mặc,KCNDMVTT
4460,4460,4460,TEX5121,Máy dệt chuyên dùng,2(2-0-0-4),2.0,2,0.7,4460,,Special textile machine,Máy dệt chuyên dùng,KCNDMVTT
4461,4461,4461,BF5110,Độc tố học,2(2-1-0-4),2.0,3,0.7,4461,,Toxicology,Độc tố học,VCNSHVTP
4462,4462,4462,BF5510,Đồ án chuyên ngành II,2(0-2-0-4),2.0,4,0.7,4462,,Project of specialization II,Đồ án chuyên ngành II,VCNSHVTP
4463,4463,4463,BF5960,Đồ án tốt nghiệp QLCL,9(0-0-18-18),9.0,22.5,0.5,4463,,Graduation Project,Đồ án tốt nghiệp QLCL,VCNSHVTP
4464,4464,4464,CH4151,Hóa học nước và ăn mòn kim loại,3(2-1-1-6),3.0,4.5,0.7,4464,,Water chemistry and corrosion,Hóa học nước và ăn mòn kim loại,KCNHH
4465,4465,4465,CH5206,Đồ án chuyên ngành kỹ sư Hóa dầu,2(0-0-4-4),2.0,4,0.7,4465,"CH4026,CH4036,CH4038",Project specialized in Petrochemical Eingineering,Đồ án chuyên ngành kỹ sư Hóa dầu,KCNHH
4466,4466,4466,CH5251,Hóa học polyme nâng cao,2(2-0-1-4),2.0,3.5,0.7,4466,,Advance in chemistry of polymer,Hóa học polyme nâng cao,KCNHH
4467,4467,4467,CH5257,Đồ án chuyên ngành kỹ sư Polyme,2(0-0-4-4),2.0,4,0.7,4467,,Project specialized in Poymer Engineering,Đồ án chuyên ngành kỹ sư Polyme,KCNHH
4468,4468,4468,CH5305,Đồ án chuyên ngành kỹ sư điện hóa,2(0-0-4-4),2.0,4,0.7,4468,"(CH4150/CH4131),(CH5301/CH5313)",Project specialized in Electrochemistry,Đồ án chuyên ngành kỹ sư điện hóa,KCNHH
4469,4469,4469,CH5358,Đồ án chuyên ngành,2(0-0-4-4),2.0,4,0.7,4469,"(CH4196/CH5352),(CH4198/CH5353),(CH4200/CH5354),CH5355",Project in Food Engineering,Đồ án chuyên ngành,KCNHH
